/Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_27_17_06_54_318.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_27_17_06_54_318.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_27_17_06_54_318.jpg, 0, 0, 0, 7.722007E-05
/Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_27_17_06_54_423.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_27_17_06_54_423.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_27_17_06_54_423.jpg, 0, 0, 0, 7.84716E-05
/Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_27_17_06_54_534.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_27_17_06_54_534.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_27_17_06_54_534.jpg, 0, 0, 0, 7.674628E-05
/Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_27_17_06_54_647.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_27_17_06_54_647.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_27_17_06_54_647.jpg, 0, 0, 0, 7.740168E-05
/Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_27_17_06_54_762.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_27_17_06_54_762.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_27_17_06_54_762.jpg, 0, 0, 0, 7.969685E-05
/Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_27_17_06_54_877.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_27_17_06_54_877.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_27_17_06_54_877.jpg, 0, 0, 0, 7.755507E-05
/Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_27_17_06_54_990.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_27_17_06_54_990.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_27_17_06_54_990.jpg, 0, 0, 0, 7.791918E-05
/Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_27_17_06_55_100.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_27_17_06_55_100.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_27_17_06_55_100.jpg, 0, 0, 0, 7.756123E-05
/Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_27_17_06_55_212.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_27_17_06_55_212.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_27_17_06_55_212.jpg, 0, 0, 0, 7.709839E-05
/Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_27_17_06_55_323.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_27_17_06_55_323.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_27_17_06_55_323.jpg, 0, 0, 0, 7.695765E-05
/Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_27_17_06_55_436.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_27_17_06_55_436.jpg, /Applications/python/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_27_17_06_55_436.jpg, 0, 0, 0, 7.686707E-05
